央视频道,#genre#
CCTV1综合,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv1hd/1200/index.m3u8?msisdn=202601251127105df01e820e2d4e0fb89684bd4f1711a7&mdspid=&spid=699004&netType=4&sid=2201057821&pid=2028597139&timestamp=20260125112710&Channel_ID=0116_2600001300-99000-201600010013137&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=60.13.177.78&SecurityKey=20260125112710&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=WX-A1-9.1.1.1-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=d001fcab17d29d6c4872e38a967357dd
CCTV1综合,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv1hd/1200/index.m3u8?msisdn=20260125112741afa5b3abe8354cadb959ae3c421abff1&mdspid=&spid=699004&netType=4&sid=2201057821&pid=2028597139&timestamp=20260125112741&Channel_ID=0116_2600001300-99000-201600010013138&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=60.13.177.85&SecurityKey=20260125112741&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=WX-A1-9.1.1.1-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=3e70d28404f8f2bb7318e302c8ad43dc
CCTV1综合,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv1hd/1200/index.m3u8?msisdn=20260125112812b5092e0e4cb5406b8eefbb48d605c36c&mdspid=&spid=699004&netType=4&sid=2201057821&pid=2028597139&timestamp=20260125112812&Channel_ID=0116_2600001300-99000-201600010013139&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=60.13.177.45&SecurityKey=20260125112812&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=WX-A1-9.1.1.1-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=602ef57d9861beeca94b93b38217789c
CCTV1综合,http://play.kankanlive.com/live/1698234869325962.m3u8
CCTV2财经,http://pull-hls-f1.douyincdn.com/media/stream-695106910011261612/playlist.m3u8?arch_hrchy=w1&exp_hrchy=w1&keeptime=00093a80&major_anchor_level=common&t_id=037-202601211138448FA9B998510F771A8747-9PrRHC&wsSecret=de5da072805f2c6d3fe8427464714c6f&wsTime=69704a44
CCTV2财经,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv2hd/1500/index.m3u8?msisdn=202601251123329f9d12a7fd394264a08f14ef26974671&mdspid=&spid=699004&netType=4&sid=5500346945&pid=2028597139&timestamp=20260125112332&Channel_ID=0116_2600001300-99000-201600010013130&ProgramID=631780532&ParentNodeID=-99&assertID=5500346945&client_ip=120.71.59.111&SecurityKey=20260125112332&promotionId=&mvid=5101064231&mcid=500020&playurlVersion=WX-A1-9.1.1.1-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=43526145f14c5e87b95eae529bf3b82d
CCTV2财经,http://pull-flv-f1.douyincdn.com/media/stream-695106910011261612.flv?arch_hrchy=w1&exp_hrchy=w1&keeptime=00093a80&major_anchor_level=common&t_id=037-202601211138448FA9B998510F771A8747-9PrRHC&unique_id=stream-695106910011261612_684_flv&wsSecret=258653137fb1ed334218de18f528adaa&wsTime=69704a44
CCTV3综艺,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/cctv3hd/2000/index.m3u8?msisdn=2026012511230148adae3ebf7a43279bc14a8d0d615ce8&mdspid=&spid=699004&netType=4&sid=5500212864&pid=2028597139&timestamp=20260125112301&Channel_ID=0116_2600001300-99000-201600010013129&ProgramID=624878271&ParentNodeID=-99&assertID=5500212864&client_ip=222.219.136.184&SecurityKey=20260125112301&promotionId=&mvid=5100001683&mcid=500020&playurlVersion=WX-A1-9.1.1.1-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=b41d00ef83a482f7081b5d174e8fe182
CCTV4中文国际,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv4hd/1500/index.m3u8?msisdn=202601251122310c32802668be481f920ce89ae43ceaeb&mdspid=&spid=699004&netType=4&sid=5500346947&pid=2028597139&timestamp=20260125112231&Channel_ID=0116_2600001300-99000-201600010013128&ProgramID=631780421&ParentNodeID=-99&assertID=5500346947&client_ip=36.137.21.16&SecurityKey=20260125112231&promotionId=&mvid=5101064235&mcid=500020&playurlVersion=ZQ-A1-9.1.1.1-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=5fdfd9b2906d5669ac5b30d9b742f44b
CCTV5体育,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv5hdnew/1200/index.m3u8?msisdn=20260125112129cb6d94de7a3749978a34e61bbcfaec23&mdspid=&spid=699004&netType=4&sid=5500516171&pid=2028597139&timestamp=20260125112129&Channel_ID=0116_2600001300-99000-201600010013126&ProgramID=641886683&ParentNodeID=-99&assertID=5500516171&client_ip=36.140.104.221&SecurityKey=20260125112129&promotionId=&mvid=5102048712&mcid=500020&playurlVersion=ZQ-A1-9.1.1.1-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=63b9c8ce197722fb33a85e0b116c8338
